Manufacturer,Name,Speed,Glide,Turn,Fade,Purchase Url
Salient,Vaccine,3,3,0,2,https://infinitediscs.com/Salient-Vaccine?tag=3c8c6529
Salient,Touch,2,3,0,1,https://infinitediscs.com/Salient-Touch?tag=3c8c6529
Skyquest,Lucky 13,10,5,-3,2,https://infinitediscs.com/Skyquest-Lucky-13?tag=3c8c6529
Skyquest,Medusa,10.9,5,-2.2,1.9,https://infinitediscs.com/Skyquest-Medusa?tag=3c8c6529
Skyquest,Chainzilla,2,3,-1,1,https://infinitediscs.com/Skyquest-Chainzilla?tag=3c8c6529
Storm-Disc-Golf,Jet Stream,12,5,-0.9,3,https://infinitediscs.com/Storm-Disc-Golf-Jet-Stream?tag=3c8c6529
Storm-Disc-Golf,Maelstrom,11,5,-1,2.9,https://infinitediscs.com/Storm-Disc-Golf-Maelstrom?tag=3c8c6529
Storm-Disc-Golf,Abyss,8,4,0,2.9,https://infinitediscs.com/Storm-Disc-Golf-Abyss?tag=3c8c6529
Storm-Disc-Golf,Eye,5,5,-1.1,1,https://infinitediscs.com/Storm-Disc-Golf-Eye?tag=3c8c6529
Storm-Disc-Golf,Wall Cloud,5,5,0,3,https://infinitediscs.com/Storm-Disc-Golf-Wall-Cloud?tag=3c8c6529
Storm-Disc-Golf,Crater,3,2,0,2.9,https://infinitediscs.com/Storm-Disc-Golf-Crater?tag=3c8c6529
Storm-Disc-Golf,Radar,2,5,0,0.5,https://infinitediscs.com/Storm-Disc-Golf-Radar?tag=3c8c6529
Streamline,Flare,9,3.8,0.1,3.8,https://infinitediscs.com/Streamline-Flare?tag=3c8c6529
Streamline,Lift,9,5,-1.8,1.6,https://infinitediscs.com/Streamline-Lift?tag=3c8c6529
Streamline,Trace,11,5,-1,2,https://infinitediscs.com/Streamline-Trace?tag=3c8c6529
Streamline,Drift,7,5.1,-1.9,1.1,https://infinitediscs.com/Streamline-Drift?tag=3c8c6529
Streamline,Runway,5,4,0,3.4,https://infinitediscs.com/Streamline-Runway?tag=3c8c6529
Streamline,Pilot,2.1,4.9,-0.9,1,https://infinitediscs.com/Streamline-Pilot?tag=3c8c6529
Streamline,Stabilizer,3,4,0,2.9,https://infinitediscs.com/Streamline-Stabilizer?tag=3c8c6529
Thought-Space-Athletics,Animus,10.5,4.6,-0.7,2.3,https://infinitediscs.com/Thought-Space-Athletics-Animus?tag=3c8c6529
Thought-Space-Athletics,Mantra,9.1,5.9,-2.1,1,https://infinitediscs.com/Thought-Space-Athletics-Mantra?tag=3c8c6529
Thought-Space-Athletics,Pathfinder,5,5.1,0,1,https://infinitediscs.com/Thought-Space-Athletics-Pathfinder?tag=3c8c6529
Viking-Discs,Berserker,10,5.1,-3.2,1.7,https://infinitediscs.com/Viking-Discs-Berserker?tag=3c8c6529
Viking-Discs,Fenrir,1,1,0,0,https://infinitediscs.com/Viking-Discs-Fenrir?tag=3c8c6529
Viking-Discs,Odin,1,1,0,0,https://infinitediscs.com/Viking-Discs-Odin?tag=3c8c6529
Viking-Discs,Ragnarok,11.2,5.1,-1.2,1.8,https://infinitediscs.com/Viking-Discs-Ragnarok?tag=3c8c6529
Viking-Discs,Thunder God Thor,14,5,0,2.3,https://infinitediscs.com/Viking-Discs-Thunder-God-Thor?tag=3c8c6529
Viking-Discs,Valhalla,11.9,4.9,0,2,https://infinitediscs.com/Viking-Discs-Valhalla?tag=3c8c6529
Viking-Discs,Barbarian,7.1,5.1,-0.1,1.9,https://infinitediscs.com/Viking-Discs-Barbarian?tag=3c8c6529
Viking-Discs,Cosmos,7,5,-0.4,1,https://infinitediscs.com/Viking-Discs-Cosmos?tag=3c8c6529
Viking-Discs,Axe,4,3,-0.1,1,https://infinitediscs.com/Viking-Discs-Axe?tag=3c8c6529
Viking-Discs,Loki,4,2.1,0,4,https://infinitediscs.com/Viking-Discs-Loki?tag=3c8c6529
Viking-Discs,Nordic Warrior,4,4,0,2,https://infinitediscs.com/Viking-Discs-Nordic-Warrior?tag=3c8c6529
Viking-Discs,Knife,2.9,3.1,0,1.8,https://infinitediscs.com/Viking-Discs-Knife?tag=3c8c6529
Viking-Discs,Rune,2,4,0,0,https://infinitediscs.com/Viking-Discs-Rune?tag=3c8c6529
Westside,Boatman,10.8,5.1,-0.1,2.1,https://infinitediscs.com/Westside-Boatman?tag=3c8c6529
Westside,Catapult ,13.8,4.6,-0.5,3,https://infinitediscs.com/Westside-Catapult-?tag=3c8c6529
Westside,Destiny,13.7,6,-2.1,2.7,https://infinitediscs.com/Westside-Destiny?tag=3c8c6529
Westside,Fortress,10,4,0,3.1,https://infinitediscs.com/Westside-Fortress?tag=3c8c6529
Westside,Giant,12.8,4.5,0.1,3.4,https://infinitediscs.com/Westside-Giant?tag=3c8c6529
Westside,King,13.6,5.1,-2.1,2.8,https://infinitediscs.com/Westside-King?tag=3c8c6529
Westside,Northman,10,5,-1.1,1.8,https://infinitediscs.com/Westside-Northman?tag=3c8c6529
Westside,Queen,13.7,5.1,-2.8,1.9,https://infinitediscs.com/Westside-Queen?tag=3c8c6529
Westside,Sampo,9.9,4.6,-0.6,2.1,https://infinitediscs.com/Westside-Sampo?tag=3c8c6529
Westside,Sorcerer,12.9,5.4,-0.8,2.4,https://infinitediscs.com/Westside-Sorcerer?tag=3c8c6529
Westside,Sword,11.9,5.1,-0.8,2,https://infinitediscs.com/Westside-Sword?tag=3c8c6529
Westside,War Horse,12.9,4,0,4,https://infinitediscs.com/Westside-War-Horse?tag=3c8c6529
Westside,World,14,4,-0.3,3.3,https://infinitediscs.com/Westside-World?tag=3c8c6529
Westside,Ahti,9,3,0.1,4,https://infinitediscs.com/Westside-Ahti?tag=3c8c6529
Westside,Hatchet,9,5.9,-2.2,1.3,https://infinitediscs.com/Westside-Hatchet?tag=3c8c6529
Westside,Longbowman,8.7,4,0,2.9,https://infinitediscs.com/Westside-Longbowman?tag=3c8c6529
Westside,Seer,7,5.1,-1.9,1.2,https://infinitediscs.com/Westside-Seer?tag=3c8c6529
Westside,Stag,8,5.9,-1,2,https://infinitediscs.com/Westside-Stag?tag=3c8c6529
Westside,Underworld,7.1,6,-2.8,1,https://infinitediscs.com/Westside-Underworld?tag=3c8c6529
Westside,Anvil,4.1,2.3,0,4,https://infinitediscs.com/Westside-Anvil?tag=3c8c6529
Westside,Bard,5,3.9,0,2.9,https://infinitediscs.com/Westside-Bard?tag=3c8c6529
Westside,Gatekeeper,4.1,5,-0.1,2,https://infinitediscs.com/Westside-Gatekeeper?tag=3c8c6529
Westside,Pine,5,4.4,-0.1,2,https://infinitediscs.com/Westside-Pine?tag=3c8c6529
Westside,Sling,4.5,4.9,-0.4,0.8,https://infinitediscs.com/Westside-Sling?tag=3c8c6529
Westside,Tursas,5,5.1,-2.4,1,https://infinitediscs.com/Westside-Tursas?tag=3c8c6529
Westside,Warship,5.7,5.5,-0.1,1,https://infinitediscs.com/Westside-Warship?tag=3c8c6529
Westside,Crown,3,4,0,1,https://infinitediscs.com/Westside-Crown?tag=3c8c6529
Westside,Harp,4,3,0,2.5,https://infinitediscs.com/Westside-Harp?tag=3c8c6529
Westside,Maiden,3,3.8,-0.3,1,https://infinitediscs.com/Westside-Maiden?tag=3c8c6529
Westside,Shield,3,3,0,1,https://infinitediscs.com/Westside-Shield?tag=3c8c6529
Westside,Swan,2.9,2.9,-1.1,0,https://infinitediscs.com/Westside-Swan?tag=3c8c6529
Westside,Swan 1 Reborn,3,3.1,-2.2,0.1,https://infinitediscs.com/Westside-Swan-1-Reborn?tag=3c8c6529
XCom,Zion Driver,10,4.1,-1,2,https://infinitediscs.com/XCom-Zion-Driver?tag=3c8c6529
XCom,Helios,6,5,-3,1,https://infinitediscs.com/XCom-Helios?tag=3c8c6529
XCom,Eden,5,4,-0.3,1.8,https://infinitediscs.com/XCom-Eden?tag=3c8c6529
XCom,Griffon,5,4.1,-2.4,0,https://infinitediscs.com/XCom-Griffon?tag=3c8c6529
XCom,Bennu,3,5,-1,0,https://infinitediscs.com/XCom-Bennu?tag=3c8c6529
Yikun,DA'E,12.9,5.1,-0.1,2.3,https://infinitediscs.com/Yikun-DAE?tag=3c8c6529
Yikun,Jun,11,4.9,-1.2,2,https://infinitediscs.com/Yikun-Jun?tag=3c8c6529
Yikun,Luan,13.9,4.9,-0.9,2.9,https://infinitediscs.com/Yikun-Luan?tag=3c8c6529
Yikun,Twin Swords,11.9,5,-0.3,1.9,https://infinitediscs.com/Yikun-Twin-Swords?tag=3c8c6529
Yikun,Wei,10,5,-4.6,1.5,https://infinitediscs.com/Yikun-Wei?tag=3c8c6529
Yikun,Gou,8.2,5.1,-3.8,1.1,https://infinitediscs.com/Yikun-Gou?tag=3c8c6529
Yikun,Hu,9,5,-2.5,1.8,https://infinitediscs.com/Yikun-Hu?tag=3c8c6529
Yikun,Jiao,6,5,-5,0.5,https://infinitediscs.com/Yikun-Jiao?tag=3c8c6529
Yikun,View,6,4.1,-1,2,https://infinitediscs.com/Yikun-View?tag=3c8c6529
Yikun,Crossbow,4,2,0.5,4,https://infinitediscs.com/Yikun-Crossbow?tag=3c8c6529
Yikun,Kui,5.1,4.9,-0.1,2.3,https://infinitediscs.com/Yikun-Kui?tag=3c8c6529
Yikun,Tomahawk,4.8,5.9,-3,0,https://infinitediscs.com/Yikun-Tomahawk?tag=3c8c6529
Yikun,Wings,3,3,0,1.9,https://infinitediscs.com/Yikun-Wings?tag=3c8c6529
Yikun,Yao,4.1,4,-0.1,2,https://infinitediscs.com/Yikun-Yao?tag=3c8c6529
Yikun,Claws,1,2,0,0,https://infinitediscs.com/Yikun-Claws?tag=3c8c6529
Yikun,Gui,2.2,3,0,2,https://infinitediscs.com/Yikun-Gui?tag=3c8c6529
Yikun,Hammer (Chui),2,2.9,0,2.9,https://infinitediscs.com/Yikun-Hammer-(Chui)?tag=3c8c6529
Yikun,Meteor Hammer,2.1,3.1,-0.1,0,https://infinitediscs.com/Yikun-Meteor-Hammer?tag=3c8c6529
